ordre,section,flag,type,code_IND,libelle
445,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_010378,"Non performing Central bank deposits, Provisions - EOP"
446,POST-P&L (ETP/KPI/Of which),0,node,IND_722222000,"Central bank deposits, Provisions - EOP"
447,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_010379,"Performing Reverse repos at amortized costs, Provisions - EOP"
448,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_010380,"Non performing Reverse repos at amortized costs, Provisions - EOP"
449,POST-P&L (ETP/KPI/Of which),0,node,IND_722223000,"Reverse repos at amortized costs, Provisions - EOP"
450,POST-P&L (ETP/KPI/Of which),0,node,IND_722220000,Provisions - EOP
451,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_010381,IRBA eligible received guarantees EOP
452,POST-P&L (ETP/KPI/Of which),0,node,IND_722200000,RAS ratios
453,POST-P&L (ETP/KPI/Of which),0,node,IND_722000000,Credit risk ratios
454,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030176,3.5 Assets Under Management - Sustainable Investment products unallocated - EOP
455,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030210,3.1 Assets Under Management - Funds classified Articles 8 under EU SFDR regulation - EOP
456,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030211,3.2 Assets Under Management - Funds classified Articles 9 under EU SFDR regulation - EOP
457,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030212,3.3 Assets Under Management - Products out of SFDR regulation scope and other external sustainable labels - EOP
458,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030213,3.4 Assets Under Management - Products out of SFDR regulation scope and with internal sustainable label - EOP
459,POST-P&L (ETP/KPI/Of which),0,node,IND_723100000,3. Sustainable – AUM -EOP
460,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030222,Of which AUM - Open Funds Art. 8 under EU SFDR regulation - EOP
461,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030223,Of which AUM - Open Fund Art. 9 under EU SFDR regulation - EOP
462,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030224,Of which AUM - Non open funds - Art. 8 under EU SFDR regulation - EOP
463,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030225,Of which AUM - Non open funds - Art. 9 under EU SFDR regulation - EOP
464,POST-P&L (ETP/KPI/Of which),0,node,IND_723200000,Of which Sustainable - AUM
465,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030226,8.1 Sustainable loans - Sustainable loans originated by BNPP (whether distributed or held)
466,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030227,8.2 Sustainable bonds - Annual issuance volumes
467,POST-P&L (ETP/KPI/Of which),0,node,IND_723300000,8. Amount of the support enabling our clients to transition to a low-carbon economy
468,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030228,9.1 Terrestrial biodiversity - Sustainable loans or bonds originated by BNPP (whether distributed or held)
469,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030229,9.2 Marine biodiversity - Sustainable loans or bonds originated by BNPP (whether distributed or held)
470,POST-P&L (ETP/KPI/Of which),0,node,IND_723400000,9. Amount of financing to companies contributing to protect terrestrial and marine biodiversity
471,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030175,2.1 Sustainable Bonds annual issuance volume (BNPP as bookrunner)
472,POST-P&L (ETP/KPI/Of which),0,node,IND_723500000,2. Sustainable Bonds annual issuance volume (BNPP as bookrunner)
473,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030233,1.1.2.1 Of which SLL which are ESG Purpose – EoP
474,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030234,1.1.2.2 Of which SLL which are NOT ESG Purpose – EoP
475,POST-P&L (ETP/KPI/Of which),0,node,IND_723600000,1.1.2 Of which Sustainability-Linked Loans (SLL) – EoP
476,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030271,Bonds linked to Climate Change Adaptation
477,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030272,Bonds linked to Climate Change Mitigation
478,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030273,Bonds linked to Pollution
479,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030274,Bonds linked to Water & marine resources
480,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030275,Bonds linked to Biodiversity and Ecosystems
481,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030276,Bonds linked to Circular Economy
482,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030277,Bonds linked to Social Purposes
483,POST-P&L (ETP/KPI/Of which),0,node,IND_723700000,2.2 Bonds CSRD
484,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030278,Fees linked to Climate Change Adaptation bonds
485,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030279,Fees linked to Climate Change Mitigation bonds
486,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030280,Fees linked to Pollution bonds
487,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030281,Fees linked to Water & marine resources bonds
488,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030282,Fees linked to Biodiversity and Ecosystems bonds
489,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030283,Fees linked to Circular Economy bonds
490,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030284,Fees linked to Social Purposes bonds
491,POST-P&L (ETP/KPI/Of which),0,node,IND_723800000,2.3 fees CSRD
492,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030285,Loans linked to Climate Change Adaptation
493,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030286,Loans linked to Climate Change Mitigation
494,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030287,Loans linked to Pollution
495,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030288,Loans linked to Water & marine resources
496,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030289,Loans linked to Biodiversity and Ecosystems
497,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030290,Loans linked to Circular Economy
498,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030291,Loans linked to Social Purposes
499,POST-P&L (ETP/KPI/Of which),0,node,IND_723900000,1.1.3 loans
500,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030292,Revenues linked to Climate Change Adaptation loans
501,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030293,Revenues linked to Climate Change Mitigation loans
502,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030294,Revenues linked to Pollution loans
503,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030295,Revenues linked to Water & marine resources loans
504,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030296,Revenues linked to Biodiversity and Ecosystems loans
505,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030297,Revenues linked to Circular Economy loans
506,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030298,Revenues linked to Social Purposes loans
507,POST-P&L (ETP/KPI/Of which),0,node,IND_723910000,1.1.4 Revenues CSRD
508,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030174,1.1 Sustainable Financing - loans & assimilated outstandings - EOP
509,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030230,1.1.1 O/w Financing to Transition-Ready counterparts - EOP
510,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030231,1.2 Sustainable Financing - loans & assimilated production (histo)
511,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030299,Financed emissions in absolute value in tCO2e
512,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030300,Intensity of financed emissions by Euro invested/lent
513,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030301,Volumes invested (calculated amount)
514,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030303,1.1.5 Amount of sustainable loans & assimilated - Sustainable Financing  - Off-balance TF instruments (EoP)
515,POST-P&L (ETP/KPI/Of which),0,node,IND_723000000,ESG business indicators
516,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030220,Of which Asset Under Management - Open Funds according to SFDR
517,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030221,Of which Asset Under Management - Mandate
518,POST-P&L (ETP/KPI/Of which),0,node,IND_724000000,Of which Asset Under Management
519,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_010056,Reverse repos - New collection - Average-Periodic
520,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_010178,Loans and overdrafts - Average
521,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_010228,Loans and overdrafts - New Business - Average-Periodic
522,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_010358,Loans and overdrafts - New Business - EoP - Net
523,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_010360,Loans and overdrafts - NPL - average
524,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_010363,HFT
525,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_010364,AFS
526,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_010366,Loans and overdrafts - Provisions - average
527,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_020009,Deposits - AVG - Outstanding
528,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_020014,Debt - AVG - Outstanding
529,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_020015,Derivatives  liabilities - AVG - Outstanding
530,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_020016,Other liabilities - AVG - Outstanding
531,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_020017,Short-Sales - AVG - Outstanding
532,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_020018,Repos - AVG - Outstanding
533,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_020148,Repos - New Prod. - average - periodic
534,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_020228,Deposits - New Business - Average-Periodic
535,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_020609,Total equity (CPR)
536,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030001,Assets Under Administration
537,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030003,Assets Under Administration - New collection
538,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030006,Assets Under Custody
539,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030008,Assets Under Custody - New collection
540,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030013,Assets Under Management - Gross collection
541,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030014,Assets Under Management - New collection
542,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030015,Assets Under Management
543,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030018,Number of transactions
544,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030022,Amortization New Production
545,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030055,Number of executed orders - EOP
546,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030056,Net number of acquired clients - EOP
547,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030057,Financed fleet - EOP
548,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030058,NB of Agencies
549,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030089,"Asset under Supervision (PF, Arval, LS) - EOP"
550,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030097,"Asset under Supervision (PF, Arval, LS) - AVG"
551,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030099,Financed Fleet - AVG
552,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030100,Allowances for loan losses - EOP
553,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030101,Provisions on doubtful loans - EOP
554,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030102,Outstandings Stage 1
555,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030103,Outstandings Stage 2
556,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030104,Outstandings Stage 3
557,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030105,Customer resources distributed but not managed - EOP
558,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030106,Customer resources distributed (total)
559,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030110,Loans and overdrafts - Average (calculated)
560,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030111,Deposits - AVG - Outstanding (calculated)
561,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030112,Financed fleet - Average (calculated)
562,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030113,Doubtful loans net of allowances - EOP (calculated)
563,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030114,Coverage ratio on doubtful loans (calculated)
564,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030115,"Asset under supervision (PF, Arval, LS) - Average (calculated)"
565,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030116,Loans and overdrafts - NPL - average (calculated)
566,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030117,Loans and overdrafts - Performing and NPL - average (calculated)
567,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030169,Assets Under Management - Other variations
568,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030200,Brokerage Flow
569,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030201,Number of contracts - EOP
570,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030232,Electrified Financed Fleet - EOP
571,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_050005,Commitments given - AVG
572,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_050006,Guarantees given - AVG
573,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_050007,Commitments received - AVG
574,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_050008,Guarantees received - AVG
575,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070042,Insurance - Premium revenues (Quartely Amount)
576,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070043,PPE
577,POST-P&L (ETP/KPI/Of which),0,node,IND_720000000,Business Indicator
578,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030019,Number of clients
579,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030020,Number of Units / Clients
580,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030021,Number of units
581,POST-P&L (ETP/KPI/Of which),0,node,IND_730000000,Business Indicator - Fees
582,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_030304,Allocations - Mark up loading
583,POST-P&L (ETP/KPI/Of which),0,node,IND_700000000,KPI
584,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060039,Of which costs savings - strategic projects- Directs
585,POST-P&L (ETP/KPI/Of which),0,node,IND_210000000,Of Which Cost savings
586,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060042,Of which Banking systematic taxes France
587,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060043,Of which Banking systematic taxes UK
588,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060044,Of which Banking systematic taxes Belgium
589,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060045,Of which Banking systematic taxes Others
590,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060046,Of which Banking systematic taxes non allocated
591,POST-P&L (ETP/KPI/Of which),0,node,IND_221000000,Of which banking systemic taxes
592,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060126,IT invest. Hardware
593,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060127,Other IT investments
594,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060128,Non IT investment
595,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060211,IT invest. Software
596,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060228,Contractors - Capex
597,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060229,Internal staff - Capex
598,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060284,Outsourcing - Capex
599,POST-P&L (ETP/KPI/Of which),0,node,IND_222000000,Of which Investments (IT and non IT)
600,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060129,Accelerated depreciation IT
601,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060130,Accelerated depreciation Real Estate
602,POST-P&L (ETP/KPI/Of which),0,node,IND_223000000,Of Which Accelerated depreciation
603,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060257,Costs - Nearshore /Offshore
604,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060258,Costs - Network reorganization
605,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060259,Costs - Real Estate
606,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060260,Costs - Mutualization /Synergies
607,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060261,Costs - IT optimization
608,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060262,Costs - Industrialization/ Automation /Robotization / Digitalization
609,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060263,Costs - Renunciation
610,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060264,Costs - Sourcing & Demand Mangement
611,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060265,Costs - Workforce Optimisation
612,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060266,Costs - Savings to be identified
613,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060339,Costs - Artificial Intelligence
614,POST-P&L (ETP/KPI/Of which),0,node,IND_224110000,Costs of IGS (direct)
615,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060267,Costs - Group functions initiatives
616,POST-P&L (ETP/KPI/Of which),0,node,IND_224120000,Costs of IGS (indirect)
617,POST-P&L (ETP/KPI/Of which),0,node,IND_224100000,Costs of Initiatives generating Savings
618,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060280,Demand Management (volume effect)
619,POST-P&L (ETP/KPI/Of which),0,node,IND_224211000,NCS - Sourcing & Demand Management
620,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060273,NCS - Industrialization/ Automation /Robotization / Digitalization - historical data (do not use)
621,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060337,NCS - Robotization
622,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060338,NCS - Other industrialization
623,POST-P&L (ETP/KPI/Of which),0,node,IND_224212000,NCS - Industrialization/ Automation /Robotization / Digitalization
624,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060268,NCS - Nearshore /Offshore
625,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060269,NCS - Network reorganization
626,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060270,NCS - Real Estate
627,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060271,NCS - Mutualization /Synergies
628,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060272,NCS - IT optimization
629,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060274,NCS - Renunciation
630,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060276,NCS - Workforce Optimisation
631,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060277,NCS - Savings to be identified
632,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060340,NCS - Artificial Intelligence
633,POST-P&L (ETP/KPI/Of which),0,node,IND_224210000,NCS of IGS (direct)
634,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060278,NCS - Group functions initiatives
635,POST-P&L (ETP/KPI/Of which),0,node,IND_224220000,NCS of IGS (indirect)
636,POST-P&L (ETP/KPI/Of which),0,node,IND_224200000,NCS of Initiatives generating Savings
637,POST-P&L (ETP/KPI/Of which),0,node,IND_224000000,Initiatives Generating Savings (IGS)
638,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060360,Of which CTB
639,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060361,Of which RTB
640,POST-P&L (ETP/KPI/Of which),0,node,IND_225000000,Of which CTB/RTB
641,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060003,Of which External Management Costs
642,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060026,Of which tax and cotisations not spreadable (IFRIC 21)
643,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060027,Of which ECB Single Resolution Fund Contribution
644,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060028,Of which Deposit Guaranty Scheme
645,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060041,Of which one offs - G&A
646,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060053,Of which collectivity tax
647,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060054,of which operational risk incident impacts - Operational Expenses
648,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060069,Of which External Assistance Costs
649,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060070,Of which variable remuneration
650,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060240,Of which Local SRF (EURO zone)
651,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060308,Of which Levy Tax and local SRF excluding Euro Zone
652,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060324,Of which Profit sharing and relative Taxes
653,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060357,Major projects – Of which costs synergies
654,POST-P&L (ETP/KPI/Of which),0,node,IND_220000000,Of which Operating expenses
655,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070085,Of Which external interest incomes attributed to business in force
656,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070086,Of Which external interest incomes attributed to new business
657,POST-P&L (ETP/KPI/Of which),0,node,IND_231110000,Of Which external interest incomes
658,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060061,Of Which external interest expenses attributed to business in force
659,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060062,Of Which external interest expenses to new business
660,POST-P&L (ETP/KPI/Of which),0,node,IND_231120000,Of Which external interest expenses
661,POST-P&L (ETP/KPI/Of which),0,node,IND_231100000,Of Which NBI - Value Capital Added - External interest
662,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_26_060058,Of Which internal interest expenses IFRS (of which de IND_00_060063 vue 4)
663,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_26_060074,Of Which internal interest expenses - unallocated
664,POST-P&L (ETP/KPI/Of which),0,node,IND_00_060063,Of Which internal interest expenses
665,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070087,Of Which internal interest incomes
666,POST-P&L (ETP/KPI/Of which),0,node,IND_231200000,Of Which NBI - Value Capital Added - Internal interest
667,POST-P&L (ETP/KPI/Of which),0,node,IND_231000000,Of which NBI - Value Capital Added
668,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060064,Of Which commissions expenses
669,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070088,Of Which commissions incomes
670,POST-P&L (ETP/KPI/Of which),0,node,IND_232000000,Of Which net commissions
671,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060065,Of which net gains of insurance - Expenses
672,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070089,Of which net gains of insurance - Incomes
673,POST-P&L (ETP/KPI/Of which),0,node,IND_233000000,Of which commission - Net gains of insurance
674,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060007,Of which Variation PEL/CEL
675,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060358,Major projects – Of which revenues synergies
676,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070058,Of which  One offs - NBI - Capital Added Value
677,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070059,Of which  One offs - NBI - Fees
678,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070082,of which operational risk incident impacts - NBI
679,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070090,Of which  One offs - NBI - Other
680,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070091,Of which Gain/Loss ALMT
681,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070094,OCA
682,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070095,DVA
683,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070103,Of which perequation
684,POST-P&L (ETP/KPI/Of which),0,node,IND_230000000,Of which NBI
685,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060343,Of which methodological effect
686,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060344,Of which scenario effect
687,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060345,Of which sectorial effect
688,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060346,Of which FLAIR Rate effect
689,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060347,Of which climate effect
690,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060348,Of which CRE effect
691,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060349,Of which portfolio effect
692,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060350,Of which other effect (incl. Overlays movements)
693,POST-P&L (ETP/KPI/Of which),0,node,IND_241000000,Of Which Cost of risk effects
694,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060055,of which operational risk incident impacts - CDR
695,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060066,Of which  One offs - Cost of risk
696,POST-P&L (ETP/KPI/Of which),0,node,IND_240000000,Of which Cost of risk
697,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070081,of which operational risk incident impacts - ARHE
698,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070093,Of which changes in value of goodwill - Business Line
699,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070097,Of which  One offs - Other non operating items 
700,POST-P&L (ETP/KPI/Of which),0,node,IND_250000000,Of which Other NON-operating income/expenses (Total)
701,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070083,of which operational risk incident impacts - MEE
702,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070092,Of which  One offs - Share of equity method cons. Companies
703,POST-P&L (ETP/KPI/Of which),0,node,IND_260000000,Of which Share of equity method cons. Companies based on RWA
704,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070104,Of which Operational risk incident impacts – incidents of current year -  All incidents excluding Fraud  –  Pre-Tax Income
705,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070105,Of which Operational risk incident impacts – incidents of current year -  Fraud incidents – Pre-Tax Income
706,POST-P&L (ETP/KPI/Of which),0,node,IND_261100000,Of which Operational risk incident impacts – incidents of current year – Pre-Tax Income
707,POST-P&L (ETP/KPI/Of which),0,node,IND_261000000,Of Which Pre-tax Income
708,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_020010,Deposits - EoP - New Prod
709,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_020735,Loans to the CDC
710,POST-P&L (ETP/KPI/Of which),0,node,IND_270000000,Of Which Balance sheet
711,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060068,Of which ALMT specific transfers - OPEX
712,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_070096,Of which ALMT specific transfers - NBI
713,POST-P&L (ETP/KPI/Of which),0,node,IND_280000000,Of which ALMT specific transfers
714,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060300,Non Taxed Pre Tax income
715,POST-P&L (ETP/KPI/Of which),1,element_fin,IND_00_060301,Flat Tax Rate
